delivery_id,order_id,expected_date,delivery_date,delivery_status,delay_days
D030682,O036544,2023-08-07,2023-08-07,On-Time,0
D030683,O036545,2023-02-20,2023-02-20,On-Time,0
D030684,O036546,2023-09-15,2023-09-15,On-Time,0
D030685,O036547,2023-04-13,2023-04-13,On-Time,0
D030686,O036548,2023-08-24,2023-08-24,On-Time,0
D030687,O036549,2023-06-02,2023-06-02,On-Time,0
D030688,O036550,2023-03-21,2023-03-21,On-Time,0
D030689,O036551,2023-09-14,2023-09-14,On-Time,0
D030690,O036553,2023-02-07,2023-02-07,On-Time,0
D030691,O036554,2023-07-04,2023-07-04,On-Time,0
D030692,O036556,2023-01-09,2023-01-09,On-Time,0
D030693,O036557,2023-04-07,2023-04-07,On-Time,0
D030694,O036558,2023-06-14,2023-06-14,On-Time,0
D030695,O036560,2023-06-06,2023-06-06,On-Time,0
D030696,O036561,2023-07-11,2023-07-11,On-Time,0
D030697,O036562,2023-05-23,2023-05-23,On-Time,0
D030698,O036563,2023-09-10,2023-09-10,On-Time,0
D030699,O036565,2023-11-07,2023-11-09,Delayed,2
D030700,O036566,2023-02-02,2023-02-02,On-Time,0
D030701,O036567,2023-05-13,2023-05-15,Delayed,2
D030702,O036568,2023-01-25,2023-01-25,On-Time,0
D030703,O036569,2023-06-16,2023-06-16,On-Time,0
D030704,O036570,2023-12-29,2023-12-29,On-Time,0
D030705,O036573,2023-11-16,2023-11-16,On-Time,0
D030706,O036574,2023-07-20,2023-07-22,Delayed,2
D030707,O036575,2023-12-01,2023-12-01,On-Time,0
D030708,O036576,2023-04-01,2023-04-01,On-Time,0
D030709,O036578,2023-07-31,2023-07-31,On-Time,0
D030710,O036579,2023-01-22,2023-01-22,On-Time,0
D030711,O036580,2023-03-22,2023-03-22,On-Time,0
D030712,O036581,2023-06-28,2023-06-28,On-Time,0
D030713,O036582,2023-01-06,2023-01-06,On-Time,0
D030714,O036583,2023-09-21,2023-09-21,On-Time,0
D030715,O036585,2023-05-31,2023-05-31,On-Time,0
D030716,O036586,2023-08-28,2023-08-28,On-Time,0
D030717,O036588,2023-01-30,2023-01-30,On-Time,0
D030718,O036589,2023-04-01,2023-04-04,Delayed,3
D030719,O036592,2023-12-17,2023-12-17,On-Time,0
D030720,O036593,2023-05-05,2023-05-05,On-Time,0
D030721,O036594,2023-03-12,2023-03-12,On-Time,0
D030722,O036595,2023-10-24,2023-10-24,On-Time,0
D030723,O036596,2023-04-08,2023-04-08,On-Time,0
D030724,O036598,2023-12-25,2023-12-25,On-Time,0
D030725,O036599,2023-07-10,2023-07-10,On-Time,0
D030726,O036600,2023-06-24,2023-06-24,On-Time,0
D030727,O036602,2023-03-13,2023-03-13,On-Time,0
D030728,O036603,2023-08-21,2023-08-21,On-Time,0
D030729,O036604,2023-02-02,2023-02-02,On-Time,0
D030730,O036605,2023-07-22,2023-07-22,On-Time,0
D030731,O036606,2023-06-24,2023-06-24,On-Time,0
D030732,O036607,2023-02-04,2023-02-04,On-Time,0
D030733,O036611,2023-12-28,2023-12-28,On-Time,0
D030734,O036612,2023-07-07,2023-07-07,On-Time,0
D030735,O036613,2023-09-12,2023-09-12,On-Time,0
D030736,O036614,2023-02-18,2023-02-18,On-Time,0
D030737,O036616,2023-10-29,2023-10-29,On-Time,0
D030738,O036619,2023-02-24,2023-02-24,On-Time,0
D030739,O036622,2023-02-03,2023-02-06,Delayed,3
D030740,O036623,2023-04-17,2023-04-17,On-Time,0
D030741,O036624,2023-10-16,2023-10-16,On-Time,0
D030742,O036625,2023-11-10,2023-11-10,On-Time,0
D030743,O036626,2023-10-26,2023-10-26,On-Time,0
D030744,O036627,2023-12-16,2023-12-16,On-Time,0
D030745,O036628,2023-10-10,2023-10-10,On-Time,0
D030746,O036630,2023-05-14,2023-05-14,On-Time,0
D030747,O036632,2024-01-01,2024-01-01,On-Time,0
D030748,O036633,2023-03-17,2023-03-17,On-Time,0
D030749,O036634,2023-05-28,2023-05-28,On-Time,0
D030750,O036636,2023-03-28,2023-03-28,On-Time,0
D030751,O036637,2023-12-19,2023-12-19,On-Time,0
D030752,O036638,2023-05-10,2023-05-10,On-Time,0
D030753,O036639,2023-11-23,2023-11-23,On-Time,0
D030754,O036641,2023-02-11,2023-02-11,On-Time,0
D030755,O036642,2023-12-11,2023-12-11,On-Time,0
D030756,O036643,2023-02-16,2023-02-16,On-Time,0
D030757,O036644,2023-01-15,2023-01-15,On-Time,0
D030758,O036645,2023-10-25,2023-10-25,On-Time,0
D030759,O036646,2023-06-14,2023-06-14,On-Time,0
D030760,O036647,2023-09-20,2023-09-20,On-Time,0
D030761,O036648,2023-11-12,2023-11-15,Delayed,3
D030762,O036649,2023-10-24,2023-10-24,On-Time,0
D030763,O036650,2023-02-02,2023-02-02,On-Time,0
D030764,O036651,2023-04-26,2023-04-26,On-Time,0
D030765,O036652,2023-08-03,2023-08-06,Delayed,3
D030766,O036653,2023-10-19,2023-10-22,Delayed,3
D030767,O036654,2023-12-05,2023-12-05,On-Time,0
D030768,O036655,2023-06-15,2023-06-15,On-Time,0
D030769,O036657,2023-04-01,2023-04-01,On-Time,0
D030770,O036658,2023-12-29,2023-12-29,On-Time,0
D030771,O036660,2023-04-04,2023-04-04,On-Time,0
D030772,O036661,2023-05-17,2023-05-17,On-Time,0
D030773,O036662,2023-04-06,2023-04-09,Delayed,3
D030774,O036663,2023-12-28,2023-12-28,On-Time,0
D030775,O036664,2023-05-23,2023-05-23,On-Time,0
D030776,O036666,2023-05-14,2023-05-14,On-Time,0
D030777,O036667,2023-01-20,2023-01-20,On-Time,0
D030778,O036669,2023-04-22,2023-04-22,On-Time,0
D030779,O036670,2023-06-07,2023-06-07,On-Time,0
D030780,O036672,2023-05-23,2023-05-23,On-Time,0
D030781,O036674,2023-11-01,2023-11-01,On-Time,0
D030782,O036675,2023-04-20,2023-04-20,On-Time,0
D030783,O036676,2023-04-16,2023-04-16,On-Time,0
D030784,O036677,2023-07-25,2023-07-25,On-Time,0
D030785,O036678,2023-11-27,2023-11-27,On-Time,0
D030786,O036679,2023-02-07,2023-02-07,On-Time,0
D030787,O036680,2023-12-07,2023-12-07,On-Time,0
D030788,O036681,2023-04-14,2023-04-14,On-Time,0
D030789,O036682,2023-02-12,2023-02-12,On-Time,0
D030790,O036683,2023-10-11,2023-10-11,On-Time,0
D030791,O036684,2023-09-02,2023-09-03,Delayed,1
D030792,O036685,2023-12-05,2023-12-08,Delayed,3
D030793,O036686,2023-11-10,2023-11-10,On-Time,0
D030794,O036688,2023-09-02,2023-09-02,On-Time,0
D030795,O036689,2023-03-09,2023-03-09,On-Time,0
D030796,O036690,2023-06-03,2023-06-07,Delayed,4
D030797,O036691,2023-02-27,2023-02-27,On-Time,0
D030798,O036693,2023-01-03,2023-01-03,On-Time,0
D030799,O036694,2023-09-14,2023-09-18,Delayed,4
D030800,O036695,2023-06-08,2023-06-10,Delayed,2
D030801,O036696,2023-01-25,2023-01-25,On-Time,0
D030802,O036697,2023-05-12,2023-05-12,On-Time,0
D030803,O036698,2023-02-17,2023-02-17,On-Time,0
D030804,O036699,2023-04-12,2023-04-12,On-Time,0
D030805,O036700,2023-03-04,2023-03-04,On-Time,0
D030806,O036701,2023-04-08,2023-04-08,On-Time,0
D030807,O036702,2023-03-04,2023-03-04,On-Time,0
D030808,O036704,2023-01-18,2023-01-18,On-Time,0
D030809,O036705,2023-01-28,2023-01-28,On-Time,0
D030810,O036706,2023-10-19,2023-10-19,On-Time,0
D030811,O036707,2023-07-01,2023-07-01,On-Time,0
D030812,O036709,2023-09-21,2023-09-21,On-Time,0
D030813,O036712,2023-10-31,2023-10-31,On-Time,0
D030814,O036713,2023-01-08,2023-01-08,On-Time,0
D030815,O036714,2023-01-22,2023-01-26,Delayed,4
D030816,O036715,2023-01-06,2023-01-06,On-Time,0
D030817,O036716,2023-05-24,2023-05-24,On-Time,0
D030818,O036717,2023-10-06,2023-10-06,On-Time,0
D030819,O036718,2023-05-05,2023-05-05,On-Time,0
D030820,O036719,2023-08-10,2023-08-10,On-Time,0
D030821,O036721,2023-06-14,2023-06-14,On-Time,0
D030822,O036722,2023-08-05,2023-08-05,On-Time,0
D030823,O036723,2023-05-14,2023-05-14,On-Time,0
D030824,O036724,2023-11-06,2023-11-06,On-Time,0
D030825,O036725,2023-06-09,2023-06-09,On-Time,0
D030826,O036726,2023-08-01,2023-08-01,On-Time,0
D030827,O036728,2023-06-05,2023-06-07,Delayed,2
D030828,O036730,2023-04-13,2023-04-13,On-Time,0
D030829,O036731,2023-01-30,2023-01-30,On-Time,0
D030830,O036732,2023-10-27,2023-10-27,On-Time,0
D030831,O036733,2023-09-13,2023-09-13,On-Time,0
D030832,O036735,2023-02-03,2023-02-03,On-Time,0
D030833,O036736,2023-12-14,2023-12-14,On-Time,0
D030834,O036738,2023-12-25,2023-12-25,On-Time,0
D030835,O036739,2023-09-12,2023-09-12,On-Time,0
D030836,O036740,2023-02-05,2023-02-05,On-Time,0
D030837,O036741,2023-12-10,2023-12-10,On-Time,0
D030838,O036742,2023-04-21,2023-04-21,On-Time,0
D030839,O036743,2023-04-22,2023-04-22,On-Time,0
D030840,O036744,2023-12-26,2023-12-26,On-Time,0
D030841,O036745,2023-02-14,2023-02-14,On-Time,0
D030842,O036746,2023-03-03,2023-03-03,On-Time,0
D030843,O036747,2023-03-11,2023-03-11,On-Time,0
D030844,O036748,2023-01-25,2023-01-25,On-Time,0
D030845,O036750,2023-09-17,2023-09-17,On-Time,0
D030846,O036752,2023-09-16,2023-09-20,Delayed,4
D030847,O036753,2023-09-28,2023-09-28,On-Time,0
D030848,O036754,2023-07-01,2023-07-01,On-Time,0
D030849,O036755,2023-09-29,2023-09-29,On-Time,0
D030850,O036756,2023-11-26,2023-11-26,On-Time,0
D030851,O036757,2023-01-20,2023-01-20,On-Time,0
D030852,O036758,2023-03-01,2023-03-01,On-Time,0
D030853,O036759,2023-04-12,2023-04-12,On-Time,0
D030854,O036760,2023-01-28,2023-01-29,Delayed,1
D030855,O036761,2023-09-21,2023-09-21,On-Time,0
D030856,O036762,2023-11-29,2023-11-29,On-Time,0
D030857,O036764,2023-05-23,2023-05-23,On-Time,0
D030858,O036765,2023-07-20,2023-07-22,Delayed,2
D030859,O036766,2023-07-16,2023-07-16,On-Time,0
D030860,O036767,2023-09-05,2023-09-08,Delayed,3
D030861,O036768,2023-03-29,2023-03-29,On-Time,0
D030862,O036770,2023-04-14,2023-04-16,Delayed,2
D030863,O036771,2023-06-15,2023-06-15,On-Time,0
D030864,O036772,2023-03-14,2023-03-14,On-Time,0
D030865,O036773,2023-12-12,2023-12-12,On-Time,0
D030866,O036774,2023-01-08,2023-01-08,On-Time,0
D030867,O036775,2023-06-07,2023-06-07,On-Time,0
D030868,O036776,2023-12-02,2023-12-02,On-Time,0
D030869,O036777,2023-09-25,2023-09-25,On-Time,0
D030870,O036778,2023-10-13,2023-10-13,On-Time,0
D030871,O036779,2023-09-27,2023-09-27,On-Time,0
D030872,O036780,2023-11-01,2023-11-01,On-Time,0
D030873,O036782,2023-07-01,2023-07-01,On-Time,0
D030874,O036783,2023-04-03,2023-04-03,On-Time,0
D030875,O036785,2023-09-28,2023-09-28,On-Time,0
D030876,O036786,2023-05-27,2023-05-27,On-Time,0
D030877,O036788,2023-05-06,2023-05-06,On-Time,0
D030878,O036790,2023-05-25,2023-05-28,Delayed,3
D030879,O036791,2023-12-21,2023-12-21,On-Time,0
D030880,O036792,2023-05-30,2023-05-30,On-Time,0
D030881,O036793,2023-01-09,2023-01-09,On-Time,0
D030882,O036794,2023-09-05,2023-09-05,On-Time,0
D030883,O036795,2023-11-21,2023-11-21,On-Time,0
D030884,O036796,2023-04-05,2023-04-05,On-Time,0
D030885,O036797,2023-05-14,2023-05-14,On-Time,0
D030886,O036798,2023-03-20,2023-03-20,On-Time,0
D030887,O036799,2023-09-20,2023-09-21,Delayed,1
D030888,O036800,2023-01-23,2023-01-25,Delayed,2
D030889,O036801,2023-01-11,2023-01-11,On-Time,0
D030890,O036802,2023-03-13,2023-03-13,On-Time,0
D030891,O036803,2023-02-15,2023-02-18,Delayed,3
D030892,O036805,2023-11-22,2023-11-22,On-Time,0
D030893,O036806,2023-05-24,2023-05-24,On-Time,0
D030894,O036808,2023-01-18,2023-01-18,On-Time,0
D030895,O036809,2023-11-24,2023-11-24,On-Time,0
D030896,O036811,2023-09-06,2023-09-07,Delayed,1
D030897,O036812,2023-01-16,2023-01-19,Delayed,3
D030898,O036814,2023-11-22,2023-11-24,Delayed,2
D030899,O036815,2023-07-14,2023-07-14,On-Time,0
D030900,O036816,2023-05-05,2023-05-05,On-Time,0
D030901,O036817,2023-05-23,2023-05-23,On-Time,0
D030902,O036818,2023-07-22,2023-07-22,On-Time,0
D030903,O036819,2023-07-15,2023-07-18,Delayed,3
D030904,O036820,2023-02-13,2023-02-13,On-Time,0
D030905,O036821,2023-03-23,2023-03-23,On-Time,0
D030906,O036822,2023-12-19,2023-12-22,Delayed,3
D030907,O036823,2023-01-08,2023-01-08,On-Time,0
D030908,O036825,2023-04-28,2023-04-28,On-Time,0
D030909,O036827,2023-10-31,2023-10-31,On-Time,0
D030910,O036828,2023-08-04,2023-08-04,On-Time,0
D030911,O036829,2023-11-17,2023-11-21,Delayed,4
D030912,O036830,2023-06-09,2023-06-09,On-Time,0
D030913,O036832,2023-01-05,2023-01-05,On-Time,0
D030914,O036833,2023-06-01,2023-06-01,On-Time,0
D030915,O036834,2023-01-03,2023-01-03,On-Time,0
D030916,O036835,2023-10-28,2023-10-28,On-Time,0
D030917,O036836,2023-08-01,2023-08-01,On-Time,0
D030918,O036837,2023-06-07,2023-06-07,On-Time,0
D030919,O036838,2023-09-23,2023-09-23,On-Time,0
D030920,O036839,2023-05-31,2023-06-02,Delayed,2
D030921,O036840,2023-11-27,2023-11-27,On-Time,0
D030922,O036841,2023-10-06,2023-10-06,On-Time,0
D030923,O036843,2023-07-26,2023-07-26,On-Time,0
D030924,O036844,2023-03-03,2023-03-03,On-Time,0
D030925,O036845,2023-03-02,2023-03-02,On-Time,0
D030926,O036846,2023-08-03,2023-08-03,On-Time,0
D030927,O036847,2023-11-23,2023-11-23,On-Time,0
D030928,O036848,2023-06-22,2023-06-22,On-Time,0
D030929,O036850,2023-01-12,2023-01-15,Delayed,3
D030930,O036851,2023-06-29,2023-06-29,On-Time,0
D030931,O036852,2023-12-20,2023-12-20,On-Time,0
D030932,O036853,2023-09-07,2023-09-07,On-Time,0
D030933,O036855,2023-05-10,2023-05-11,Delayed,1
D030934,O036856,2023-02-11,2023-02-11,On-Time,0
D030935,O036857,2023-01-07,2023-01-10,Delayed,3
D030936,O036858,2023-07-29,2023-07-29,On-Time,0
D030937,O036859,2023-09-05,2023-09-05,On-Time,0
D030938,O036860,2023-01-09,2023-01-12,Delayed,3
D030939,O036861,2023-11-21,2023-11-22,Delayed,1
D030940,O036862,2023-01-24,2023-01-24,On-Time,0
D030941,O036864,2023-11-11,2023-11-15,Delayed,4
D030942,O036865,2023-08-02,2023-08-02,On-Time,0
D030943,O036866,2023-08-22,2023-08-25,Delayed,3
D030944,O036868,2023-07-11,2023-07-11,On-Time,0
D030945,O036869,2023-06-25,2023-06-28,Delayed,3
D030946,O036870,2023-04-30,2023-04-30,On-Time,0
D030947,O036872,2023-06-08,2023-06-08,On-Time,0
D030948,O036873,2023-08-12,2023-08-12,On-Time,0
D030949,O036874,2023-06-11,2023-06-11,On-Time,0
D030950,O036875,2023-06-02,2023-06-02,On-Time,0
D030951,O036876,2023-09-20,2023-09-20,On-Time,0
D030952,O036877,2023-08-08,2023-08-08,On-Time,0
D030953,O036878,2023-07-30,2023-07-30,On-Time,0
D030954,O036879,2023-05-04,2023-05-04,On-Time,0
D030955,O036880,2023-06-15,2023-06-15,On-Time,0
D030956,O036883,2023-08-17,2023-08-18,Delayed,1
D030957,O036884,2023-06-02,2023-06-02,On-Time,0
D030958,O036885,2023-09-07,2023-09-07,On-Time,0
D030959,O036886,2023-01-05,2023-01-09,Delayed,4
D030960,O036887,2023-10-05,2023-10-05,On-Time,0
D030961,O036888,2023-11-21,2023-11-21,On-Time,0
D030962,O036889,2023-04-26,2023-04-26,On-Time,0
D030963,O036891,2023-12-08,2023-12-08,On-Time,0
D030964,O036892,2023-06-27,2023-06-27,On-Time,0
D030965,O036893,2023-01-09,2023-01-09,On-Time,0
D030966,O036894,2023-06-07,2023-06-07,On-Time,0
D030967,O036895,2023-05-10,2023-05-10,On-Time,0
D030968,O036896,2023-07-07,2023-07-07,On-Time,0
D030969,O036897,2023-12-09,2023-12-09,On-Time,0
D030970,O036898,2023-05-15,2023-05-15,On-Time,0
D030971,O036899,2023-03-17,2023-03-17,On-Time,0
D030972,O036900,2023-11-22,2023-11-23,Delayed,1
D030973,O036901,2023-10-06,2023-10-06,On-Time,0
D030974,O036902,2023-04-14,2023-04-14,On-Time,0
D030975,O036903,2023-09-01,2023-09-01,On-Time,0
D030976,O036904,2023-04-08,2023-04-08,On-Time,0
D030977,O036905,2023-08-09,2023-08-09,On-Time,0
D030978,O036906,2023-11-29,2023-11-29,On-Time,0
D030979,O036909,2023-09-01,2023-09-01,On-Time,0
D030980,O036910,2023-02-09,2023-02-13,Delayed,4
D030981,O036911,2023-10-05,2023-10-05,On-Time,0
D030982,O036912,2023-11-03,2023-11-03,On-Time,0
D030983,O036914,2023-05-18,2023-05-18,On-Time,0
D030984,O036915,2023-06-30,2023-06-30,On-Time,0
D030985,O036916,2023-10-29,2023-10-29,On-Time,0
D030986,O036917,2023-07-28,2023-07-28,On-Time,0
D030987,O036918,2023-03-21,2023-03-21,On-Time,0
D030988,O036919,2023-12-16,2023-12-16,On-Time,0
D030989,O036921,2023-04-01,2023-04-01,On-Time,0
D030990,O036922,2023-02-09,2023-02-09,On-Time,0
D030991,O036923,2023-09-19,2023-09-19,On-Time,0
D030992,O036925,2023-06-18,2023-06-18,On-Time,0
D030993,O036926,2023-05-02,2023-05-04,Delayed,2
D030994,O036927,2023-07-03,2023-07-03,On-Time,0
D030995,O036928,2023-06-26,2023-06-26,On-Time,0
D030996,O036929,2023-03-16,2023-03-16,On-Time,0
D030997,O036930,2023-11-23,2023-11-24,Delayed,1
D030998,O036931,2023-12-06,2023-12-10,Delayed,4
D030999,O036932,2023-04-27,2023-04-27,On-Time,0
D031000,O036934,2023-11-23,2023-11-23,On-Time,0
D031001,O036935,2023-02-12,2023-02-16,Delayed,4
D031002,O036937,2023-07-05,2023-07-05,On-Time,0
D031003,O036938,2023-04-11,2023-04-11,On-Time,0
D031004,O036940,2023-04-10,2023-04-10,On-Time,0
D031005,O036941,2023-06-15,2023-06-15,On-Time,0
D031006,O036943,2023-05-18,2023-05-18,On-Time,0
D031007,O036945,2023-05-03,2023-05-03,On-Time,0
D031008,O036947,2023-02-08,2023-02-08,On-Time,0
D031009,O036948,2023-04-23,2023-04-23,On-Time,0
D031010,O036949,2023-01-26,2023-01-26,On-Time,0
D031011,O036950,2023-06-13,2023-06-13,On-Time,0
D031012,O036952,2023-12-24,2023-12-24,On-Time,0
D031013,O036954,2023-04-24,2023-04-24,On-Time,0
D031014,O036956,2023-05-03,2023-05-05,Delayed,2
D031015,O036957,2023-05-11,2023-05-11,On-Time,0
D031016,O036958,2023-04-24,2023-04-28,Delayed,4
D031017,O036959,2023-10-21,2023-10-21,On-Time,0
D031018,O036960,2023-03-19,2023-03-19,On-Time,0
D031019,O036961,2023-09-21,2023-09-21,On-Time,0
D031020,O036963,2023-06-16,2023-06-16,On-Time,0
D031021,O036965,2023-04-26,2023-04-26,On-Time,0
D031022,O036966,2023-08-03,2023-08-07,Delayed,4
D031023,O036967,2023-06-10,2023-06-10,On-Time,0
D031024,O036968,2023-06-13,2023-06-13,On-Time,0
D031025,O036970,2023-10-30,2023-10-30,On-Time,0
D031026,O036971,2023-04-21,2023-04-21,On-Time,0
D031027,O036972,2023-04-15,2023-04-15,On-Time,0
D031028,O036973,2023-12-17,2023-12-17,On-Time,0
D031029,O036974,2023-09-05,2023-09-05,On-Time,0
D031030,O036975,2023-03-28,2023-03-28,On-Time,0
D031031,O036976,2023-01-11,2023-01-15,Delayed,4
D031032,O036977,2023-03-17,2023-03-17,On-Time,0
D031033,O036978,2023-07-27,2023-07-30,Delayed,3
D031034,O036979,2023-10-15,2023-10-15,On-Time,0
D031035,O036980,2023-07-12,2023-07-16,Delayed,4
D031036,O036981,2023-05-20,2023-05-20,On-Time,0
D031037,O036982,2023-11-08,2023-11-11,Delayed,3
D031038,O036983,2024-01-02,2024-01-02,On-Time,0
D031039,O036984,2023-07-22,2023-07-22,On-Time,0
D031040,O036985,2023-05-19,2023-05-19,On-Time,0
D031041,O036986,2023-10-25,2023-10-25,On-Time,0
D031042,O036987,2023-08-11,2023-08-14,Delayed,3
D031043,O036988,2023-06-14,2023-06-14,On-Time,0
D031044,O036989,2023-10-03,2023-10-03,On-Time,0
D031045,O036990,2023-03-18,2023-03-18,On-Time,0
D031046,O036991,2023-04-17,2023-04-17,On-Time,0
D031047,O036992,2023-05-17,2023-05-17,On-Time,0
D031048,O036994,2023-04-14,2023-04-14,On-Time,0
D031049,O036996,2023-02-15,2023-02-15,On-Time,0
D031050,O036997,2023-01-25,2023-01-25,On-Time,0
D031051,O036998,2023-03-09,2023-03-09,On-Time,0
D031052,O036999,2023-03-13,2023-03-13,On-Time,0
D031053,O037000,2023-02-03,2023-02-03,On-Time,0
D031054,O037001,2023-01-27,2023-01-27,On-Time,0
D031055,O037002,2023-12-25,2023-12-25,On-Time,0
D031056,O037003,2023-06-16,2023-06-16,On-Time,0
D031057,O037004,2023-12-07,2023-12-10,Delayed,3
D031058,O037005,2023-08-02,2023-08-02,On-Time,0
D031059,O037006,2023-05-02,2023-05-02,On-Time,0
D031060,O037009,2023-04-20,2023-04-20,On-Time,0
D031061,O037010,2023-01-23,2023-01-26,Delayed,3
D031062,O037011,2023-06-21,2023-06-21,On-Time,0
D031063,O037012,2023-06-12,2023-06-12,On-Time,0
D031064,O037013,2023-05-19,2023-05-19,On-Time,0
D031065,O037014,2023-05-15,2023-05-19,Delayed,4
D031066,O037015,2023-07-28,2023-07-28,On-Time,0
D031067,O037016,2023-04-02,2023-04-02,On-Time,0
D031068,O037018,2023-05-30,2023-06-02,Delayed,3
D031069,O037019,2023-01-18,2023-01-18,On-Time,0
D031070,O037020,2023-08-11,2023-08-11,On-Time,0
D031071,O037021,2023-05-14,2023-05-14,On-Time,0
D031072,O037022,2023-04-04,2023-04-04,On-Time,0
D031073,O037024,2023-07-15,2023-07-15,On-Time,0
D031074,O037025,2023-09-29,2023-10-03,Delayed,4
D031075,O037026,2023-07-07,2023-07-08,Delayed,1
D031076,O037027,2023-01-08,2023-01-08,On-Time,0
D031077,O037028,2023-03-02,2023-03-02,On-Time,0
D031078,O037029,2023-07-01,2023-07-02,Delayed,1
D031079,O037030,2023-12-03,2023-12-03,On-Time,0
D031080,O037031,2023-09-01,2023-09-01,On-Time,0
D031081,O037032,2023-04-28,2023-04-28,On-Time,0
D031082,O037033,2023-04-13,2023-04-13,On-Time,0
D031083,O037035,2023-08-16,2023-08-17,Delayed,1
D031084,O037037,2023-06-12,2023-06-12,On-Time,0
D031085,O037038,2023-04-08,2023-04-08,On-Time,0
D031086,O037039,2023-12-17,2023-12-17,On-Time,0
D031087,O037041,2023-07-31,2023-07-31,On-Time,0
D031088,O037042,2023-04-16,2023-04-16,On-Time,0
D031089,O037044,2023-07-23,2023-07-26,Delayed,3
D031090,O037045,2023-05-21,2023-05-21,On-Time,0
D031091,O037046,2023-09-26,2023-09-26,On-Time,0
D031092,O037047,2023-06-13,2023-06-13,On-Time,0
D031093,O037048,2023-10-24,2023-10-24,On-Time,0
D031094,O037049,2023-07-31,2023-07-31,On-Time,0
D031095,O037050,2023-11-09,2023-11-09,On-Time,0
D031096,O037051,2023-09-08,2023-09-08,On-Time,0
D031097,O037052,2023-12-28,2023-12-28,On-Time,0
D031098,O037053,2023-10-16,2023-10-19,Delayed,3
D031099,O037054,2023-06-24,2023-06-26,Delayed,2
D031100,O037055,2023-12-10,2023-12-10,On-Time,0
D031101,O037056,2023-06-02,2023-06-06,Delayed,4
D031102,O037057,2023-09-29,2023-09-29,On-Time,0
D031103,O037058,2023-05-23,2023-05-23,On-Time,0
D031104,O037059,2023-03-27,2023-03-27,On-Time,0
D031105,O037060,2023-06-09,2023-06-09,On-Time,0
D031106,O037061,2023-08-19,2023-08-19,On-Time,0
D031107,O037062,2023-08-18,2023-08-18,On-Time,0
D031108,O037063,2023-09-07,2023-09-07,On-Time,0
D031109,O037064,2023-02-09,2023-02-10,Delayed,1
D031110,O037065,2023-10-22,2023-10-22,On-Time,0
D031111,O037066,2023-05-17,2023-05-17,On-Time,0
D031112,O037067,2023-05-22,2023-05-22,On-Time,0
D031113,O037069,2023-12-23,2023-12-23,On-Time,0
D031114,O037070,2023-11-01,2023-11-01,On-Time,0
D031115,O037071,2023-06-21,2023-06-21,On-Time,0
D031116,O037073,2023-05-07,2023-05-07,On-Time,0
D031117,O037074,2023-01-21,2023-01-21,On-Time,0
D031118,O037075,2023-01-27,2023-01-30,Delayed,3
D031119,O037077,2023-11-02,2023-11-02,On-Time,0
D031120,O037078,2023-10-13,2023-10-13,On-Time,0
D031121,O037079,2023-03-08,2023-03-08,On-Time,0
D031122,O037080,2023-04-14,2023-04-14,On-Time,0
D031123,O037082,2023-03-22,2023-03-22,On-Time,0
D031124,O037083,2023-11-09,2023-11-09,On-Time,0
D031125,O037084,2023-11-18,2023-11-21,Delayed,3
D031126,O037085,2023-12-25,2023-12-27,Delayed,2
D031127,O037086,2023-08-25,2023-08-25,On-Time,0
D031128,O037087,2023-09-23,2023-09-23,On-Time,0
D031129,O037088,2023-05-21,2023-05-21,On-Time,0
D031130,O037090,2023-10-03,2023-10-03,On-Time,0
D031131,O037091,2023-04-20,2023-04-20,On-Time,0
D031132,O037092,2023-09-19,2023-09-21,Delayed,2
D031133,O037093,2023-10-19,2023-10-19,On-Time,0
D031134,O037094,2023-03-15,2023-03-15,On-Time,0
D031135,O037095,2023-01-12,2023-01-12,On-Time,0
D031136,O037096,2023-03-16,2023-03-16,On-Time,0
D031137,O037097,2023-05-12,2023-05-16,Delayed,4
D031138,O037098,2023-02-01,2023-02-01,On-Time,0
D031139,O037100,2023-10-28,2023-10-28,On-Time,0
D031140,O037101,2023-05-27,2023-05-30,Delayed,3
D031141,O037103,2023-06-08,2023-06-09,Delayed,1
D031142,O037105,2023-12-28,2023-12-28,On-Time,0
D031143,O037106,2023-05-26,2023-05-26,On-Time,0
D031144,O037107,2023-02-06,2023-02-07,Delayed,1
D031145,O037108,2023-06-10,2023-06-10,On-Time,0
D031146,O037109,2023-05-15,2023-05-15,On-Time,0
D031147,O037110,2023-09-09,2023-09-09,On-Time,0
D031148,O037111,2023-03-13,2023-03-13,On-Time,0
D031149,O037112,2023-06-26,2023-06-26,On-Time,0
D031150,O037113,2023-08-20,2023-08-20,On-Time,0
D031151,O037114,2023-11-26,2023-11-26,On-Time,0
D031152,O037116,2023-07-16,2023-07-16,On-Time,0
D031153,O037119,2023-01-22,2023-01-25,Delayed,3
D031154,O037120,2023-10-30,2023-10-30,On-Time,0
D031155,O037121,2023-06-14,2023-06-17,Delayed,3
D031156,O037122,2023-10-08,2023-10-08,On-Time,0
D031157,O037123,2023-06-09,2023-06-09,On-Time,0
D031158,O037124,2023-08-04,2023-08-04,On-Time,0
D031159,O037125,2023-01-19,2023-01-19,On-Time,0
D031160,O037126,2023-06-06,2023-06-10,Delayed,4
D031161,O037127,2023-04-05,2023-04-05,On-Time,0
D031162,O037129,2023-07-19,2023-07-19,On-Time,0
