order_id,product_id,warehouse_id,quantity,order_date,order_amount,order_status
O062142,P014,W005,2,2023-07-28,40,Delivered
O062143,P014,W005,2,2023-03-22,40,Delivered
O062144,P012,W006,4,2023-09-16,396,Delivered
O062145,P010,W008,2,2023-01-29,50,Delivered
O062146,P015,W007,3,2023-03-09,897,Delivered
O062147,P008,W003,2,2023-04-15,60,Delivered
O062148,P001,W004,3,2023-11-25,78,Delivered
O062149,P019,W010,1,2023-07-12,199,Delivered
O062150,P024,W005,1,2023-01-26,180,Delivered
O062152,P022,W006,2,2023-02-03,640,Delivered
O062154,P002,W008,3,2023-03-04,135,Delivered
O062155,P002,W003,4,2023-01-10,180,Delivered
O062156,P018,W003,1,2023-09-06,45,Delivered
O062157,P001,W003,3,2023-05-15,78,Delivered
O062158,P025,W003,1,2023-12-10,150,Delivered
O062160,P002,W004,2,2023-05-31,90,Delivered
O062161,P017,W008,2,2023-02-15,178,Delivered
O062162,P017,W006,1,2023-12-25,89,Delivered
O062163,P026,W009,2,2023-09-24,360,Delivered
O062164,P005,W010,4,2023-10-13,140,Cancelled
O062165,P003,W007,1,2023-06-18,55,Delivered
O062166,P026,W010,1,2023-01-14,180,Delivered
O062167,P028,W004,1,2023-08-21,130,Cancelled
O062168,P025,W004,1,2023-09-14,150,Delivered
O062169,P027,W001,2,2023-02-15,700,Delivered
O062170,P003,W005,3,2023-06-20,165,Delivered
O062171,P012,W005,4,2023-06-29,396,Pending
O062172,P007,W003,1,2023-09-08,20,Delivered
O062173,P013,W003,3,2023-06-14,375,Delivered
O062174,P011,W004,4,2023-02-28,160,Pending
O062175,P020,W003,2,2023-04-08,398,Delivered
O062176,P029,W003,1,2023-09-12,89,Delivered
O062177,P002,W005,4,2023-01-16,180,Delivered
O062178,P018,W008,2,2023-07-29,90,Cancelled
O062179,P010,W005,2,2023-01-01,50,Delivered
O062180,P001,W002,1,2023-08-07,26,Delivered
O062181,P011,W003,3,2023-03-10,120,Delivered
O062182,P021,W010,2,2023-10-01,560,Delivered
O062183,P019,W008,1,2023-10-03,199,Cancelled
O062184,P021,W001,2,2023-11-30,560,Delivered
O062185,P023,W008,2,2023-09-09,50,Delivered
O062186,P008,W008,2,2023-05-15,60,Delivered
O062187,P024,W006,1,2023-06-23,180,Delivered
O062188,P015,W007,3,2023-08-01,897,Delivered
O062189,P005,W008,3,2023-05-03,105,Delivered
O062190,P030,W004,2,2023-03-05,440,Delivered
O062191,P003,W010,1,2023-11-27,55,Delivered
O062192,P029,W005,2,2023-02-04,178,Delivered
O062193,P008,W004,2,2023-01-01,60,Delivered
O062194,P020,W003,2,2023-07-02,398,Delivered
O062195,P026,W004,2,2023-04-14,360,Delivered
O062196,P022,W001,2,2023-05-11,640,Delivered
O062198,P029,W004,2,2023-12-17,178,Delivered
O062199,P007,W008,2,2023-11-07,40,Delivered
O062201,P003,W001,1,2023-06-12,55,Delivered
O062202,P004,W007,1,2023-10-10,89,Delivered
O062203,P028,W007,1,2023-06-25,130,Cancelled
O062204,P027,W007,1,2023-12-21,350,Delivered
O062205,P006,W010,2,2023-07-30,40,Delivered
O062206,P006,W008,2,2023-06-24,40,Delivered
O062207,P004,W008,3,2023-06-12,267,Delivered
O062208,P014,W003,4,2023-08-22,80,Delivered
O062209,P018,W003,1,2023-08-12,45,Delivered
O062210,P030,W001,1,2023-03-17,220,Pending
O062211,P027,W009,1,2023-12-31,350,Delivered
O062212,P012,W009,4,2023-01-05,396,Delivered
O062213,P026,W006,1,2023-03-03,180,Delivered
O062214,P030,W006,2,2023-02-16,440,Delivered
O062216,P002,W003,1,2023-09-07,45,Delivered
O062217,P015,W008,2,2023-01-13,598,Delivered
O062218,P010,W006,2,2023-05-18,50,Delivered
O062219,P011,W010,1,2023-05-06,40,Delivered
O062220,P007,W005,1,2023-10-11,20,Cancelled
O062222,P011,W005,1,2023-06-25,40,Pending
O062223,P027,W004,2,2023-11-22,700,Delivered
O062224,P005,W003,4,2023-08-28,140,Delivered
O062225,P015,W006,1,2023-10-04,299,Delivered
O062226,P003,W010,4,2023-01-13,220,Delivered
O062227,P017,W008,1,2023-10-17,89,Delivered
O062228,P010,W004,1,2023-10-09,25,Delivered
O062229,P017,W007,2,2023-02-02,178,Delivered
O062230,P009,W005,1,2023-01-05,60,Delivered
O062231,P028,W006,2,2023-04-21,260,Delivered
O062232,P002,W003,2,2023-09-20,90,Delivered
O062233,P013,W009,3,2023-04-10,375,Delivered
O062234,P007,W005,2,2023-07-28,40,Delivered
O062236,P007,W004,1,2023-09-28,20,Delivered
O062237,P006,W004,2,2023-11-25,40,Cancelled
O062239,P024,W002,2,2023-04-03,360,Delivered
O062240,P001,W010,4,2023-01-31,104,Delivered
O062242,P017,W009,1,2023-12-05,89,Delivered
O062243,P014,W009,1,2023-08-10,20,Cancelled
O062244,P018,W002,1,2023-09-21,45,Delivered
O062245,P006,W008,1,2023-01-18,20,Cancelled
O062246,P023,W010,1,2023-04-02,25,Delivered
O062247,P022,W004,1,2023-06-29,320,Delivered
O062248,P004,W007,4,2023-10-06,356,Delivered
O062249,P013,W001,4,2023-08-29,500,Delivered
O062251,P027,W004,2,2023-06-28,700,Delivered
O062252,P013,W006,3,2023-03-17,375,Delivered
O062253,P010,W010,1,2023-11-06,25,Cancelled
O062254,P003,W005,2,2023-03-26,110,Cancelled
O062258,P007,W006,1,2023-12-01,20,Delivered
O062259,P004,W010,4,2023-05-22,356,Delivered
O062260,P014,W004,4,2023-02-09,80,Delivered
O062261,P005,W006,2,2023-08-10,70,Delivered
O062262,P028,W001,1,2023-03-05,130,Delivered
O062263,P019,W010,1,2023-10-12,199,Delivered
O062264,P004,W006,1,2023-05-29,89,Delivered
O062266,P008,W009,2,2023-12-28,60,Delivered
O062267,P018,W010,1,2023-01-31,45,Delivered
O062268,P008,W005,2,2023-02-23,60,Delivered
O062269,P020,W003,2,2023-06-06,398,Delivered
O062270,P001,W010,2,2023-11-21,52,Delivered
O062271,P013,W005,4,2023-02-21,500,Delivered
O062273,P007,W004,1,2023-12-05,20,Delivered
O062274,P020,W009,2,2023-11-25,398,Delivered
O062275,P003,W003,2,2023-09-29,110,Cancelled
O062276,P022,W007,2,2023-10-03,640,Delivered
O062277,P007,W005,2,2023-08-23,40,Delivered
O062278,P029,W008,1,2023-04-24,89,Delivered
O062279,P026,W002,2,2023-09-18,360,Delivered
O062280,P003,W009,2,2023-05-23,110,Delivered
O062281,P004,W001,1,2023-02-01,89,Cancelled
O062282,P002,W002,3,2023-05-25,135,Delivered
O062283,P006,W004,2,2023-06-17,40,Cancelled
O062284,P005,W005,1,2023-02-01,35,Delivered
O062285,P029,W002,2,2023-03-22,178,Delivered
O062286,P014,W005,1,2023-04-02,20,Delivered
O062287,P016,W005,1,2023-04-06,179,Delivered
O062288,P012,W007,1,2023-10-04,99,Delivered
O062289,P013,W010,3,2023-07-03,375,Delivered
O062290,P025,W009,2,2023-09-23,300,Delivered
O062291,P026,W002,1,2023-12-18,180,Delivered
O062292,P020,W004,1,2023-04-17,199,Delivered
O062293,P026,W002,1,2023-08-26,180,Delivered
O062294,P028,W003,1,2023-01-02,130,Delivered
O062295,P007,W002,2,2023-03-24,40,Delivered
O062296,P010,W006,1,2023-12-08,25,Cancelled
O062299,P003,W002,3,2023-01-20,165,Delivered
O062301,P023,W005,2,2023-02-21,50,Delivered
O062302,P027,W005,2,2023-12-02,700,Delivered
O062303,P011,W010,3,2023-11-22,120,Delivered
O062304,P010,W009,1,2023-07-18,25,Delivered
O062305,P010,W007,2,2023-06-25,50,Delivered
O062306,P020,W008,2,2023-05-03,398,Delivered
O062307,P009,W008,1,2023-09-30,60,Delivered
O062310,P018,W001,1,2023-08-25,45,Delivered
O062311,P006,W007,2,2023-08-11,40,Delivered
O062312,P018,W006,1,2023-02-23,45,Delivered
O062313,P010,W008,2,2023-02-05,50,Delivered
O062314,P010,W005,2,2023-09-04,50,Delivered
O062316,P029,W010,2,2023-08-27,178,Delivered
O062317,P025,W002,2,2023-03-30,300,Cancelled
O062318,P014,W005,2,2023-10-19,40,Pending
O062320,P027,W010,2,2023-07-14,700,Delivered
O062321,P006,W009,2,2023-04-11,40,Delivered
O062322,P030,W003,2,2023-02-19,440,Delivered
O062323,P006,W005,1,2023-08-19,20,Delivered
O062324,P001,W010,4,2023-09-17,104,Delivered
O062325,P028,W010,2,2023-07-20,260,Delivered
O062326,P010,W009,2,2023-08-09,50,Delivered
O062327,P013,W003,3,2023-07-06,375,Delivered
O062328,P021,W004,2,2023-11-29,560,Delivered
O062329,P028,W007,1,2023-08-05,130,Delivered
O062330,P024,W005,2,2023-10-29,360,Delivered
O062331,P005,W006,1,2023-01-28,35,Cancelled
O062332,P015,W002,4,2023-02-19,1196,Delivered
O062333,P023,W002,1,2023-04-09,25,Delivered
O062334,P022,W002,1,2023-09-03,320,Delivered
O062335,P019,W009,1,2023-07-28,199,Delivered
O062336,P019,W003,1,2023-07-06,199,Delivered
O062337,P015,W005,4,2023-11-28,1196,Delivered
O062338,P006,W009,2,2023-06-08,40,Delivered
O062339,P017,W005,2,2023-02-16,178,Delivered
O062340,P020,W008,2,2023-10-06,398,Delivered
O062341,P008,W001,1,2023-02-22,30,Delivered
O062342,P024,W002,1,2023-09-06,180,Delivered
O062343,P030,W003,1,2023-04-09,220,Delivered
O062344,P028,W005,2,2023-03-10,260,Delivered
O062345,P009,W006,2,2023-08-14,120,Delivered
O062346,P018,W010,1,2023-03-08,45,Delivered
O062347,P030,W001,2,2023-05-26,440,Delivered
O062348,P003,W008,4,2023-11-20,220,Delivered
O062349,P006,W002,1,2023-03-03,20,Delivered
O062350,P024,W005,2,2023-05-04,360,Delivered
O062351,P002,W001,1,2023-04-29,45,Delivered
O062352,P030,W010,2,2023-01-25,440,Cancelled
O062353,P027,W006,2,2023-03-14,700,Delivered
O062354,P029,W007,1,2023-07-13,89,Delivered
O062355,P011,W008,4,2023-03-21,160,Delivered
O062356,P022,W006,1,2023-05-31,320,Delivered
O062357,P027,W005,1,2023-11-14,350,Delivered
O062358,P015,W004,3,2023-02-17,897,Delivered
O062359,P016,W010,1,2023-04-19,179,Delivered
O062360,P012,W004,1,2023-01-03,99,Cancelled
O062361,P016,W008,2,2023-03-16,358,Delivered
O062362,P017,W001,2,2023-06-27,178,Delivered
O062363,P024,W003,1,2023-03-24,180,Cancelled
O062364,P002,W007,3,2023-10-28,135,Delivered
O062365,P027,W001,2,2023-10-06,700,Delivered
O062366,P021,W003,2,2023-08-28,560,Delivered
O062367,P025,W003,2,2023-07-17,300,Cancelled
O062368,P009,W007,2,2023-05-03,120,Delivered
O062370,P024,W005,1,2023-11-01,180,Delivered
O062371,P005,W004,3,2023-01-25,105,Delivered
O062372,P013,W005,4,2023-04-12,500,Delivered
O062373,P023,W002,1,2023-03-09,25,Delivered
O062374,P018,W010,2,2023-09-04,90,Delivered
O062375,P007,W007,1,2023-09-07,20,Cancelled
O062376,P006,W007,2,2023-12-01,40,Delivered
O062377,P007,W008,1,2023-02-08,20,Delivered
O062378,P025,W010,1,2023-03-02,150,Delivered
O062380,P022,W006,2,2023-07-21,640,Delivered
O062381,P029,W004,1,2023-01-13,89,Delivered
O062382,P025,W007,1,2023-04-22,150,Delivered
O062383,P025,W006,1,2023-11-12,150,Cancelled
O062384,P020,W007,1,2023-07-13,199,Delivered
O062385,P015,W005,3,2023-02-08,897,Delivered
O062386,P022,W002,2,2023-05-06,640,Delivered
O062387,P020,W005,1,2023-02-09,199,Delivered
O062388,P002,W008,4,2023-02-14,180,Delivered
O062389,P005,W004,2,2023-06-19,70,Delivered
O062390,P025,W004,2,2023-08-07,300,Delivered
O062391,P003,W001,3,2023-05-21,165,Delivered
O062393,P001,W003,4,2023-01-22,104,Delivered
O062394,P003,W008,4,2023-05-04,220,Delivered
O062395,P016,W007,1,2023-06-27,179,Delivered
O062396,P022,W003,2,2023-09-20,640,Delivered
O062397,P022,W006,2,2023-10-18,640,Delivered
O062398,P019,W004,1,2023-03-08,199,Delivered
O062399,P019,W005,1,2023-07-19,199,Delivered
O062400,P024,W010,1,2023-06-03,180,Delivered
O062401,P008,W005,2,2023-05-31,60,Delivered
O062404,P022,W003,2,2023-11-09,640,Delivered
O062405,P016,W010,1,2023-12-17,179,Delivered
O062406,P030,W005,2,2023-07-02,440,Cancelled
O062407,P001,W005,1,2023-10-06,26,Cancelled
O062409,P025,W008,1,2023-04-12,150,Delivered
O062410,P007,W003,2,2023-04-19,40,Delivered
O062411,P003,W007,3,2023-04-27,165,Delivered
O062412,P030,W004,2,2023-08-03,440,Pending
O062413,P029,W002,1,2023-11-25,89,Delivered
O062414,P005,W003,2,2023-02-13,70,Delivered
O062415,P002,W008,2,2023-12-23,90,Delivered
O062416,P006,W009,1,2023-05-27,20,Delivered
O062417,P002,W006,3,2023-08-30,135,Delivered
O062418,P016,W001,1,2023-11-30,179,Delivered
O062419,P019,W007,1,2023-04-23,199,Delivered
O062420,P027,W006,1,2023-03-09,350,Delivered
O062421,P008,W004,2,2023-04-19,60,Delivered
O062422,P023,W004,1,2023-06-01,25,Delivered
O062423,P019,W007,2,2023-06-29,398,Delivered
O062424,P013,W008,3,2023-05-15,375,Delivered
O062425,P021,W003,2,2023-05-26,560,Delivered
O062426,P009,W004,2,2023-12-25,120,Pending
O062428,P001,W002,3,2023-01-11,78,Delivered
O062429,P030,W007,1,2023-11-18,220,Delivered
O062430,P028,W002,2,2023-05-19,260,Delivered
O062431,P017,W004,2,2023-05-21,178,Delivered
O062433,P004,W006,4,2023-12-27,356,Delivered
O062434,P030,W008,2,2023-01-29,440,Delivered
O062435,P015,W009,1,2023-11-06,299,Delivered
O062436,P010,W006,2,2023-06-22,50,Delivered
O062437,P018,W009,1,2023-07-21,45,Delivered
O062438,P021,W005,1,2023-01-27,280,Delivered
O062439,P003,W009,3,2023-06-23,165,Delivered
O062440,P025,W005,1,2023-11-04,150,Delivered
O062441,P024,W010,2,2023-03-28,360,Cancelled
O062442,P028,W007,2,2023-03-07,260,Delivered
O062443,P007,W009,2,2023-02-03,40,Delivered
O062444,P026,W007,2,2023-10-09,360,Cancelled
O062445,P024,W001,2,2023-03-15,360,Delivered
O062446,P009,W010,1,2023-01-27,60,Delivered
O062447,P024,W001,1,2023-10-05,180,Delivered
O062448,P028,W009,1,2023-02-03,130,Delivered
O062449,P024,W008,1,2023-05-18,180,Delivered
O062450,P029,W005,2,2023-03-04,178,Pending
O062451,P027,W009,1,2023-09-07,350,Delivered
O062452,P008,W005,2,2023-08-07,60,Delivered
O062453,P022,W006,2,2023-03-22,640,Delivered
O062454,P004,W007,4,2023-02-05,356,Delivered
O062455,P024,W001,2,2023-08-15,360,Delivered
O062456,P011,W006,3,2023-03-21,120,Delivered
O062457,P028,W006,2,2023-01-30,260,Delivered
O062458,P011,W001,3,2023-11-20,120,Delivered
O062459,P024,W008,2,2023-09-13,360,Delivered
O062460,P021,W001,2,2023-05-26,560,Delivered
O062461,P007,W010,1,2023-05-19,20,Delivered
O062463,P008,W005,1,2023-03-10,30,Delivered
O062464,P016,W009,1,2023-06-08,179,Delivered
O062465,P001,W007,3,2023-01-25,78,Delivered
O062466,P022,W008,1,2023-10-30,320,Delivered
O062467,P013,W008,1,2023-05-01,125,Delivered
O062468,P010,W006,1,2023-08-25,25,Cancelled
O062469,P008,W005,1,2023-07-06,30,Delivered
O062470,P009,W006,2,2023-12-25,120,Delivered
O062471,P014,W010,1,2023-06-27,20,Delivered
O062472,P022,W005,1,2023-10-19,320,Delivered
O062473,P002,W001,1,2023-10-11,45,Delivered
O062474,P007,W010,2,2023-11-28,40,Delivered
O062475,P006,W006,1,2023-04-04,20,Delivered
O062476,P008,W004,2,2023-09-17,60,Delivered
O062477,P029,W001,1,2023-04-12,89,Cancelled
O062478,P002,W009,2,2023-10-25,90,Delivered
O062479,P023,W004,1,2023-01-24,25,Delivered
O062480,P013,W006,4,2023-01-31,500,Delivered
O062481,P026,W005,2,2023-05-08,360,Delivered
O062482,P001,W003,4,2023-09-06,104,Delivered
O062483,P009,W010,1,2023-11-05,60,Delivered
O062484,P013,W006,1,2023-09-22,125,Delivered
O062485,P021,W006,1,2023-01-17,280,Delivered
O062486,P011,W008,1,2023-03-17,40,Delivered
O062487,P015,W009,3,2023-09-24,897,Delivered
O062488,P025,W007,1,2023-05-15,150,Delivered
O062489,P024,W004,2,2023-12-20,360,Cancelled
O062490,P020,W010,2,2023-12-14,398,Delivered
O062491,P025,W006,1,2023-10-30,150,Delivered
O062492,P002,W009,4,2023-05-15,180,Pending
O062493,P010,W003,1,2023-11-05,25,Delivered
O062494,P009,W006,2,2023-11-22,120,Delivered
O062495,P003,W004,4,2023-10-28,220,Delivered
O062496,P015,W007,1,2023-05-31,299,Delivered
O062499,P008,W006,1,2023-03-28,30,Delivered
O062500,P018,W007,2,2023-10-31,90,Delivered
O062501,P009,W010,2,2023-02-23,120,Delivered
O062503,P019,W002,2,2023-02-01,398,Delivered
O062504,P029,W006,1,2023-06-16,89,Delivered
O062505,P005,W007,1,2023-12-10,35,Delivered
O062506,P011,W007,4,2023-01-03,160,Delivered
O062507,P003,W003,3,2023-09-24,165,Cancelled
O062508,P012,W004,4,2023-02-09,396,Delivered
O062511,P029,W005,1,2023-11-27,89,Delivered
O062512,P030,W004,1,2023-10-20,220,Delivered
O062513,P030,W006,1,2023-05-02,220,Delivered
O062514,P025,W001,1,2023-04-17,150,Pending
O062515,P030,W004,1,2023-06-24,220,Delivered
O062516,P025,W002,1,2023-07-03,150,Delivered
O062517,P019,W007,2,2023-03-27,398,Delivered
O062518,P008,W004,1,2023-08-17,30,Delivered
O062519,P026,W002,2,2023-01-06,360,Delivered
O062520,P025,W005,2,2023-05-18,300,Delivered
O062521,P009,W005,2,2023-08-17,120,Delivered
O062522,P026,W010,2,2023-12-14,360,Delivered
O062523,P008,W001,1,2023-03-30,30,Delivered
O062524,P004,W010,2,2023-10-01,178,Cancelled
O062525,P006,W004,1,2023-05-27,20,Delivered
O062526,P013,W006,4,2023-02-02,500,Delivered
O062527,P014,W005,3,2023-05-18,60,Delivered
O062528,P022,W001,2,2023-09-17,640,Delivered
O062529,P009,W005,2,2023-03-30,120,Delivered
O062530,P028,W002,1,2023-03-14,130,Delivered
O062531,P016,W005,1,2023-06-06,179,Delivered
O062532,P018,W002,1,2023-02-11,45,Delivered
O062533,P027,W010,2,2023-06-14,700,Delivered
O062534,P027,W005,1,2023-10-18,350,Pending
O062535,P023,W006,1,2023-04-25,25,Cancelled
O062536,P014,W007,4,2023-04-12,80,Delivered
O062537,P030,W004,2,2023-08-07,440,Delivered
O062538,P025,W010,1,2023-06-29,150,Delivered
O062539,P020,W010,2,2023-10-16,398,Delivered
O062540,P009,W010,2,2023-10-24,120,Delivered
O062541,P017,W005,2,2023-06-14,178,Delivered
O062542,P024,W001,2,2023-10-02,360,Delivered
O062543,P006,W006,2,2023-10-09,40,Delivered
O062544,P028,W002,1,2023-01-23,130,Delivered
O062545,P013,W010,2,2023-04-29,250,Delivered
O062546,P023,W008,2,2023-02-21,50,Delivered
O062547,P014,W001,4,2023-08-05,80,Delivered
O062548,P020,W008,2,2023-05-25,398,Delivered
O062549,P019,W003,1,2023-02-18,199,Delivered
O062550,P004,W005,2,2023-04-30,178,Cancelled
O062551,P022,W006,2,2023-02-21,640,Delivered
O062553,P018,W010,1,2023-05-08,45,Delivered
O062554,P011,W005,3,2023-12-31,120,Delivered
O062555,P013,W001,3,2023-08-14,375,Delivered
O062556,P027,W008,1,2023-02-20,350,Delivered
O062557,P024,W001,1,2023-06-21,180,Delivered
O062558,P025,W006,1,2023-07-11,150,Delivered
O062559,P024,W004,1,2023-01-30,180,Delivered
O062560,P018,W010,1,2023-02-24,45,Delivered
O062562,P009,W004,2,2023-01-10,120,Delivered
O062563,P019,W005,2,2023-03-27,398,Delivered
O062564,P006,W010,1,2023-01-17,20,Delivered
O062565,P005,W009,1,2023-08-30,35,Delivered
O062566,P014,W002,4,2023-03-16,80,Delivered
O062567,P019,W003,2,2023-02-24,398,Delivered
O062568,P004,W007,3,2023-03-01,267,Delivered
O062569,P018,W008,1,2023-10-11,45,Delivered
O062570,P025,W008,1,2023-01-16,150,Delivered
O062571,P019,W010,1,2023-10-17,199,Delivered
O062572,P025,W007,1,2023-01-17,150,Cancelled
O062573,P004,W008,2,2023-12-02,178,Delivered
O062574,P020,W006,1,2023-03-13,199,Delivered
O062576,P009,W002,1,2023-06-05,60,Delivered
O062577,P004,W010,1,2023-07-03,89,Pending
O062578,P026,W005,2,2023-02-27,360,Cancelled
O062579,P017,W001,2,2023-05-19,178,Delivered
O062581,P012,W005,3,2023-08-12,297,Delivered
O062582,P014,W008,2,2023-11-23,40,Cancelled
O062583,P010,W004,2,2023-05-24,50,Delivered
O062584,P012,W002,2,2023-04-20,198,Delivered
O062585,P026,W007,2,2023-08-25,360,Cancelled
O062586,P021,W007,1,2023-09-15,280,Delivered
O062587,P019,W010,2,2023-12-13,398,Delivered
O062588,P018,W009,2,2023-01-31,90,Cancelled
O062590,P003,W002,1,2023-05-22,55,Delivered
O062591,P006,W002,2,2023-04-25,40,Delivered
O062592,P007,W001,2,2023-08-13,40,Delivered
O062593,P001,W006,4,2023-04-17,104,Delivered
O062594,P025,W003,2,2023-05-04,300,Delivered
O062595,P023,W001,1,2023-01-09,25,Delivered
O062597,P020,W010,2,2023-05-25,398,Delivered
O062598,P006,W009,2,2023-12-05,40,Delivered
O062599,P011,W010,2,2023-03-11,80,Delivered
O062600,P025,W010,1,2023-10-10,150,Delivered
O062601,P005,W009,3,2023-06-20,105,Delivered
O062602,P008,W007,1,2023-02-23,30,Delivered
O062603,P006,W005,2,2023-01-19,40,Delivered
O062604,P017,W004,1,2023-12-01,89,Delivered
O062605,P012,W004,3,2023-11-13,297,Delivered
O062606,P021,W005,2,2023-01-24,560,Delivered
O062607,P007,W005,2,2023-02-21,40,Delivered
O062608,P025,W004,2,2023-04-09,300,Delivered
O062609,P021,W006,1,2023-07-08,280,Delivered
O062610,P022,W003,1,2023-08-26,320,Delivered
O062611,P007,W010,1,2023-12-16,20,Delivered
O062612,P019,W005,1,2023-09-07,199,Delivered
O062613,P028,W006,1,2023-10-11,130,Delivered
O062615,P005,W003,2,2023-07-11,70,Delivered
O062616,P009,W005,1,2023-06-04,60,Delivered
O062617,P027,W010,2,2023-03-27,700,Delivered
O062618,P016,W007,2,2023-01-15,358,Delivered
O062619,P006,W003,2,2023-06-13,40,Delivered
O062620,P023,W004,2,2023-01-23,50,Cancelled
O062622,P008,W002,2,2023-04-10,60,Delivered
O062623,P010,W008,2,2023-09-05,50,Delivered
O062624,P020,W005,1,2023-07-27,199,Delivered
O062625,P005,W002,2,2023-11-26,70,Pending
O062626,P004,W002,1,2023-04-24,89,Delivered
O062627,P027,W007,1,2023-01-06,350,Delivered
O062628,P018,W005,1,2023-05-25,45,Delivered
O062629,P003,W006,3,2023-01-25,165,Delivered
O062630,P025,W010,1,2023-08-25,150,Delivered
O062631,P010,W008,1,2023-06-10,25,Delivered
O062632,P024,W004,2,2023-12-18,360,Delivered
O062634,P013,W010,4,2023-08-11,500,Delivered
O062635,P023,W009,2,2023-08-13,50,Delivered
O062636,P010,W003,1,2023-07-07,25,Delivered
O062637,P012,W007,1,2023-12-15,99,Delivered
O062638,P010,W007,1,2023-06-19,25,Delivered
O062639,P014,W006,2,2023-10-17,40,Cancelled
O062640,P030,W001,1,2023-01-02,220,Delivered
O062641,P021,W008,2,2023-11-01,560,Delivered
O062642,P020,W008,1,2023-06-27,199,Delivered
O062643,P010,W006,1,2023-01-12,25,Delivered
O062646,P018,W010,1,2023-08-30,45,Delivered
O062647,P024,W010,2,2023-11-19,360,Delivered
O062648,P030,W006,2,2023-06-09,440,Delivered
O062649,P026,W006,1,2023-09-08,180,Delivered
O062650,P009,W006,1,2023-03-01,60,Delivered
O062651,P017,W008,2,2023-11-29,178,Delivered
O062652,P013,W004,4,2023-02-17,500,Delivered
O062653,P022,W006,2,2023-12-10,640,Delivered
O062654,P013,W004,4,2023-11-15,500,Delivered
O062655,P013,W007,1,2023-02-13,125,Delivered
O062656,P028,W009,1,2023-10-01,130,Delivered
O062657,P015,W004,3,2023-08-01,897,Delivered
O062658,P007,W010,2,2023-01-17,40,Delivered
O062659,P016,W003,1,2023-04-12,179,Delivered
O062660,P001,W006,2,2023-05-22,52,Delivered
O062661,P029,W002,2,2023-06-26,178,Delivered
O062662,P020,W010,2,2023-01-01,398,Delivered
O062663,P029,W004,2,2023-10-13,178,Delivered
O062664,P024,W008,2,2023-09-23,360,Delivered
O062665,P019,W008,1,2023-10-14,199,Cancelled
O062666,P027,W010,1,2023-05-11,350,Delivered
O062667,P004,W004,3,2023-09-04,267,Delivered
O062668,P006,W010,2,2023-08-22,40,Delivered
O062669,P019,W001,2,2023-06-26,398,Cancelled
O062670,P026,W003,2,2023-08-02,360,Delivered
O062671,P011,W004,2,2023-04-23,80,Delivered
O062672,P027,W008,1,2023-03-15,350,Delivered
O062673,P013,W003,1,2023-11-02,125,Delivered
O062675,P023,W004,2,2023-10-14,50,Delivered
O062676,P027,W006,1,2023-10-10,350,Delivered
O062677,P017,W003,2,2023-10-09,178,Delivered
O062679,P012,W002,3,2023-06-04,297,Delivered
O062680,P026,W004,1,2023-10-24,180,Cancelled
O062682,P004,W005,3,2023-02-23,267,Delivered
O062683,P002,W009,3,2023-10-16,135,Delivered
O062684,P012,W007,3,2023-07-19,297,Cancelled
O062685,P030,W006,2,2023-02-24,440,Pending
O062686,P024,W007,2,2023-01-12,360,Cancelled
O062687,P025,W002,1,2023-11-24,150,Delivered
O062689,P001,W006,2,2023-10-04,52,Delivered
O062690,P020,W001,1,2023-08-21,199,Delivered
O062691,P015,W009,1,2023-05-29,299,Delivered
O062692,P011,W008,1,2023-03-23,40,Delivered
O062693,P008,W004,1,2023-03-30,30,Delivered
O062695,P030,W005,2,2023-08-26,440,Delivered
O062696,P005,W010,1,2023-10-09,35,Delivered
O062697,P013,W001,3,2023-06-19,375,Delivered
O062698,P006,W004,2,2023-09-30,40,Delivered
O062699,P028,W005,1,2023-04-25,130,Delivered
O062700,P011,W005,4,2023-07-29,160,Delivered
O062701,P010,W002,1,2023-12-06,25,Delivered
O062702,P004,W010,1,2023-05-05,89,Delivered
O062703,P018,W005,2,2023-07-10,90,Delivered
O062704,P009,W004,1,2023-02-21,60,Delivered
O062705,P015,W010,4,2023-01-11,1196,Delivered
O062706,P015,W005,2,2023-01-28,598,Delivered
O062707,P030,W008,2,2023-05-02,440,Delivered
O062708,P009,W004,2,2023-11-12,120,Delivered
O062709,P023,W001,1,2023-04-23,25,Cancelled
O062710,P006,W006,1,2023-10-31,20,Delivered
O062712,P021,W002,2,2023-07-18,560,Delivered
O062713,P016,W001,2,2023-08-10,358,Delivered
O062714,P014,W010,1,2023-01-26,20,Delivered
O062715,P002,W004,2,2023-06-08,90,Delivered
O062716,P014,W006,2,2023-02-15,40,Delivered
O062717,P015,W005,1,2023-10-12,299,Delivered
O062718,P010,W002,2,2023-06-17,50,Delivered
O062719,P022,W001,2,2023-09-11,640,Delivered
O062720,P014,W001,3,2023-10-08,60,Delivered
O062721,P012,W004,3,2023-01-03,297,Delivered
O062722,P008,W005,2,2023-10-26,60,Delivered
O062723,P012,W003,3,2023-07-20,297,Delivered
O062724,P027,W010,2,2023-07-08,700,Delivered
O062725,P026,W007,2,2023-02-16,360,Cancelled
O062726,P028,W002,2,2023-03-06,260,Delivered
O062727,P023,W010,2,2023-01-06,50,Cancelled
O062728,P023,W006,1,2023-11-09,25,Delivered
O062729,P004,W008,1,2023-01-03,89,Delivered
O062731,P022,W001,2,2023-08-05,640,Delivered
